department,category,datetime,week,year
FF Elmschenhagen,Technische Hilfe,2021-10-04 15:13:00,40,2021
FF Wellsee,Technische Hilfe,2021-06-04 16:30:00,22,2021
FF Gaarden,Technische Hilfe,2021-06-04 10:56:00,22,2021
FF Wellsee,Technische Hilfe,2021-06-04 09:29:00,22,2021
FF Wellsee,Sonstiger Einsatz,2021-06-04 09:18:00,22,2021
FF Wellsee,Technische Hilfe,2021-06-04 08:42:00,22,2021
FF Suchsdorf,Brand oder Explosion,2021-05-04 21:37:00,18,2021
FF Russee,Brand oder Explosion,2021-03-04 21:07:00,9,2021
FF Elmschenhagen,Brand oder Explosion,2021-01-04 20:09:00,1,2021
FF Schilksee,Brand oder Explosion,2021-01-04 15:48:00,1,2021
FF Schilksee,Brand oder Explosion,2021-03-29 21:03:00,13,2021
FF Schilksee,Brand oder Explosion,2021-03-27 20:08:00,12,2021
FF Schilksee,Technische Hilfe,2021-03-26 18:54:00,12,2021
FF Dietrichsdorf,Brand oder Explosion,2021-03-26 10:33:00,12,2021
FF Meimersdorf,Brand oder Explosion,2021-03-24 10:01:00,12,2021
FF Schilksee,Technische Hilfe,2021-03-19 20:43:00,11,2021
FF Schilksee,Technische Hilfe,2021-03-14 10:35:00,10,2021
FF Gaarden,Technische Hilfe,2021-11-03 20:08:00,44,2021
FF Russee,Sonstiger Einsatz,2021-11-03 19:34:00,44,2021
FF Wellsee,Sonstiger Einsatz,2021-11-03 19:15:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 18:35:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 18:16:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 18:15:00,44,2021
FF Moorsee,Brand oder Explosion,2021-11-03 18:15:00,44,2021
FF Gaarden,Technische Hilfe,2021-11-03 18:09:00,44,2021
FF Gaarden,Technische Hilfe,2021-11-03 18:08:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 18:00:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 17:59:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 17:50:00,44,2021
FF Rönne,Technische Hilfe,2021-11-03 17:45:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:45:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:40:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 17:40:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:40:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:35:00,44,2021
FF Gaarden,Fehlalarm,2021-11-03 17:34:00,44,2021
FF Gaarden,Technische Hilfe,2021-11-03 17:31:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:30:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 17:30:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 17:27:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:25:00,44,2021
FF Meimersdorf,Brand oder Explosion,2021-11-03 17:24:00,44,2021
FF Wellsee,Brand oder Explosion,2021-11-03 17:23:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 17:21:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:20:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 17:18:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 17:18:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 17:16:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:15:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:14:00,44,2021
FF Rönne,Technische Hilfe,2021-11-03 17:10:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 17:09:00,44,2021
FF Gaarden,Technische Hilfe,2021-11-03 17:08:00,44,2021
FF Schilksee,Technische Hilfe,2021-11-03 17:08:00,44,2021
FF Schilksee,Technische Hilfe,2021-11-03 17:07:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 17:00:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 17:00:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 16:59:00,44,2021
FF Gaarden,Technische Hilfe,2021-11-03 16:58:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 16:57:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 16:55:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 16:52:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 16:50:00,44,2021
FF Moorsee,Technische Hilfe,2021-11-03 16:50:00,44,2021
FF Schilksee,Technische Hilfe,2021-11-03 16:45:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 16:45:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 16:45:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 16:42:00,44,2021
FF Elmschenhagen,Technische Hilfe,2021-11-03 16:42:00,44,2021
FF Rönne,Sonstiger Einsatz,2021-11-03 16:40:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 16:40:00,44,2021
FF Moorsee,Sonstiger Einsatz,2021-11-03 16:40:00,44,2021
FF Gaarden,Sonstiger Einsatz,2021-11-03 16:33:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 16:25:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 16:21:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 16:20:00,44,2021
FF Elmschenhagen,Sonstiger Einsatz,2021-11-03 16:19:00,44,2021
FF Suchsdorf,Technische Hilfe,2021-11-03 16:17:00,44,2021
FF Suchsdorf,Sonstiger Einsatz,2021-11-03 16:09:00,44,2021
FF Russee,Technische Hilfe,2021-11-03 16:01:00,44,2021
FF Dietrichsdorf,Technische Hilfe,2021-11-03 15:03:00,44,2021
FF Dietrichsdorf,Brand oder Explosion,2021-09-03 18:16:00,35,2021
FF Dietrichsdorf,Brand oder Explosion,2021-08-03 18:53:00,31,2021
FF Schilksee,Brand oder Explosion,2021-08-03 00:50:00,31,2021
FF Schilksee,Brand oder Explosion,2021-06-03 17:50:00,22,2021
FF Suchsdorf,Technische Hilfe,2021-05-03 18:39:00,18,2021
FF Elmschenhagen,Brand oder Explosion,2021-04-03 18:25:00,13,2021
FF Dietrichsdorf,Brand oder Explosion,2021-03-03 18:43:00,9,2021
FF Russee,Brand oder Explosion,2021-01-03 10:49:00,53,2021
FF Wellsee,Brand oder Explosion,2021-01-03 06:06:00,53,2021
FF Dietrichsdorf,Brand oder Explosion,2021-02-28 18:27:00,8,2021
FF Moorsee,Brand oder Explosion,2021-02-28 13:15:00,8,2021
FF Rönne,Brand oder Explosion,2021-02-28 13:15:00,8,2021
FF Russee,Brand oder Explosion,2021-02-27 17:30:00,8,2021
FF Dietrichsdorf,Brand oder Explosion,2021-02-27 17:03:00,8,2021
FF Dietrichsdorf,Brand oder Explosion,2021-02-19 17:32:00,7,2021
FF Suchsdorf,Brand oder Explosion,2021-02-19 15:21:00,7,2021
FF Russee,Sonstiger Einsatz,2021-02-18 17:54:00,7,2021
FF Russee,Brand oder Explosion,2021-02-18 17:39:00,7,2021
FF Russee,Sonstiger Einsatz,2021-02-18 17:27:00,7,2021
FF Russee,Technische Hilfe,2021-02-18 17:21:00,7,2021
FF Gaarden,Technische Hilfe,2021-02-18 17:09:00,7,2021
FF Rönne,Sonstiger Einsatz,2021-02-18 15:42:00,7,2021
FF Moorsee,Sonstiger Einsatz,2021-02-18 15:42:00,7,2021
Löschzug Gefahrgut,Technische Hilfe,2021-02-18 15:00:00,7,2021
FF Suchsdorf,Technische Hilfe,2021-02-18 15:00:00,7,2021
FF Elmschenhagen,Technische Hilfe,2021-02-18 15:00:00,7,2021
Löschzug Gefahrgut,Technische Hilfe,2021-02-18 15:00:00,7,2021
FF Dietrichsdorf,Brand oder Explosion,2021-02-18 13:05:00,7,2021
FF Gaarden,Brand oder Explosion,2021-02-17 01:14:00,7,2021
FF Russee,Technische Hilfe,2021-02-15 16:54:00,7,2021
FF Schilksee,Brand oder Explosion,2021-02-13 07:16:00,6,2021
FF Russee,Sonstiger Einsatz,2021-12-02 19:43:00,48,2021
FF Gaarden,Sonstiger Einsatz,2021-12-02 19:04:00,48,2021
FF Wellsee,Brand oder Explosion,2021-12-02 18:59:00,48,2021
FF Elmschenhagen,Brand oder Explosion,2021-12-02 18:25:00,48,2021
FF Russee,Brand oder Explosion,2021-11-02 16:43:00,44,2021
FF Suchsdorf,Brand oder Explosion,2021-09-02 09:01:00,35,2021
FF Dietrichsdorf,Technische Hilfe,2021-09-02 07:19:00,35,2021
FF Russee,Technische Hilfe,2021-07-02 13:22:00,26,2021
FF Russee,Technische Hilfe,2021-07-02 13:11:00,26,2021
FF Schilksee,Technische Hilfe,2021-07-02 10:04:00,26,2021
FF Rönne,Technische Hilfe,2021-06-02 12:45:00,22,2021
FF Moorsee,Technische Hilfe,2021-06-02 12:38:00,22,2021
FF Dietrichsdorf,Brand oder Explosion,2021-04-02 16:59:00,13,2021
FF Wellsee,Brand oder Explosion,2021-03-02 15:26:00,9,2021
FF Gaarden,Brand oder Explosion,2021-01-02 16:35:00,53,2021
FF Elmschenhagen,Brand oder Explosion,2021-01-02 16:35:00,53,2021
FF Russee,Fehlalarm,2021-01-02 15:14:00,53,2021
FF Russee,Fehlalarm,2021-01-31 23:42:00,4,2021
FF Gaarden,Brand oder Explosion,2021-01-30 23:42:00,4,2021
FF Elmschenhagen,Brand oder Explosion,2021-01-30 23:31:00,4,2021
FF Dietrichsdorf,Brand oder Explosion,2021-01-30 18:40:00,4,2021
FF Elmschenhagen,Fehlalarm,2021-01-30 18:00:00,4,2021
FF Gaarden,Brand oder Explosion,2021-01-22 04:51:00,3,2021
FF Dietrichsdorf,Brand oder Explosion,2021-01-22 04:51:00,3,2021
FF Russee,Brand oder Explosion,2021-01-22 04:51:00,3,2021
FF Suchsdorf,Brand oder Explosion,2021-01-21 14:41:00,3,2021
FF Dietrichsdorf,Brand oder Explosion,2021-01-18 13:34:00,3,2021
FF Dietrichsdorf,Brand oder Explosion,2021-01-17 16:43:00,2,2021
FF Schilksee,Brand oder Explosion,2021-01-16 20:08:00,2,2021
FF Gaarden,Technische Hilfe,2021-10-01 19:02:00,39,2021
FF Dietrichsdorf,Brand oder Explosion,2021-06-01 19:01:00,22,2021
FF Dietrichsdorf,Brand oder Explosion,2021-05-01 19:10:00,17,2021
FF Russee,Brand oder Explosion,2021-01-01 00:25:00,53,2021
FF Gaarden,Brand oder Explosion,2021-01-01 00:18:00,53,2021
FF Elmschenhagen,Brand oder Explosion,2021-01-01 00:18:00,53,2021
FF Elmschenhagen,Fehlalarm,2020-12-30 20:46:00,53,2020
FF Schilksee,Brand oder Explosion,2020-12-30 18:26:00,53,2020
FF Russee,Brand oder Explosion,2020-12-29 04:15:00,53,2020
FF Schilksee,Brand oder Explosion,2020-12-27 01:59:00,52,2020
FF Suchsdorf,Brand oder Explosion,2020-12-25 19:48:00,52,2020
FF Schilksee,Brand oder Explosion,2020-12-24 00:42:00,52,2020
FF Schilksee,Brand oder Explosion,2020-12-16 16:10:00,51,2020
FF Wellsee,Technische Hilfe,2020-10-12 11:06:00,42,2020
FF Dietrichsdorf,Brand oder Explosion,2020-07-12 17:42:00,28,2020
FF Suchsdorf,Brand oder Explosion,2020-05-12 23:20:00,20,2020
FF Schilksee,Technische Hilfe,2020-11-29 12:52:00,48,2020
FF Elmschenhagen,Brand oder Explosion,2020-11-28 21:04:00,48,2020
FF Wellsee,Brand oder Explosion,2020-11-28 12:31:00,48,2020
FF Russee,Brand oder Explosion,2020-11-27 15:44:00,48,2020
FF Dietrichsdorf,Brand oder Explosion,2020-11-27 15:03:00,48,2020
FF Schilksee,Technische Hilfe,2020-11-27 10:42:00,48,2020
FF Gaarden,Fehlalarm,2020-11-22 21:24:00,47,2020
FF Russee,Fehlalarm,2020-11-22 13:07:00,47,2020
FF Dietrichsdorf,Brand oder Explosion,2020-11-20 22:40:00,47,2020
FF Wellsee,Technische Hilfe,2020-11-19 13:13:00,47,2020
FF Russee,Fehlalarm,2020-12-11 18:25:00,50,2020
FF Russee,Brand oder Explosion,2020-12-11 15:58:00,50,2020
FF Russee,Brand oder Explosion,2020-11-11 13:24:00,46,2020
FF Schilksee,Brand oder Explosion,2020-07-11 21:21:00,28,2020
FF Dietrichsdorf,Brand oder Explosion,2020-07-11 09:55:00,28,2020
FF Elmschenhagen,Brand oder Explosion,2020-06-11 11:14:00,24,2020
FF Russee,Brand oder Explosion,2020-02-11 13:06:00,7,2020
FF Dietrichsdorf,Brand oder Explosion,2020-10-29 04:05:00,44,2020
FF Rönne,Brand oder Explosion,2020-10-28 03:51:00,44,2020
FF Elmschenhagen,Brand oder Explosion,2020-10-28 02:09:00,44,2020
FF Wellsee,Fehlalarm,2020-10-25 15:20:00,43,2020
FF Dietrichsdorf,Technische Hilfe,2020-10-23 22:11:00,43,2020
FF Schilksee,Brand oder Explosion,2020-10-21 18:40:00,43,2020
FF Suchsdorf,Brand oder Explosion,2020-10-20 11:54:00,43,2020
FF Gaarden,Technische Hilfe,2020-10-19 10:35:00,43,2020
FF Suchsdorf,Brand oder Explosion,2020-10-17 07:34:00,42,2020
FF Russee,Brand oder Explosion,2020-10-17 07:34:00,42,2020
FF Gaarden,Brand oder Explosion,2020-10-14 12:37:00,42,2020
FF Moorsee,Technische Hilfe,2020-10-14 07:58:00,42,2020
FF Rönne,Technische Hilfe,2020-10-14 07:58:00,42,2020
FF Suchsdorf,Technische Hilfe,2020-10-13 21:12:00,42,2020
FF Elmschenhagen,Technische Hilfe,2020-08-10 09:18:00,33,2020
FF Suchsdorf,Brand oder Explosion,2020-06-10 18:33:00,24,2020
FF Dietrichsdorf,Sonstiger Einsatz,2020-06-10 18:33:00,24,2020
FF Russee,Brand oder Explosion,2020-06-10 18:33:00,24,2020
FF Dietrichsdorf,Technische Hilfe,2020-04-10 01:57:00,15,2020
FF Suchsdorf,Brand oder Explosion,2020-01-10 18:56:00,2,2020
FF Meimersdorf,Sonstiger Einsatz,2020-01-10 17:03:00,2,2020
FF Elmschenhagen,Brand oder Explosion,2020-01-10 17:03:00,2,2020
FF Russee,Brand oder Explosion,2020-01-10 15:33:00,2,2020
FF Gaarden,Technische Hilfe,2020-01-10 15:06:00,2,2020
FF Dietrichsdorf,Sonstiger Einsatz,2020-01-10 14:43:00,2,2020
FF Dietrichsdorf,Sonstiger Einsatz,2020-01-10 14:43:00,2,2020
FF Russee,Sonstiger Einsatz,2020-01-10 14:43:00,2,2020
FF Meimersdorf,Sonstiger Einsatz,2020-01-10 12:58:00,2,2020
FF Gaarden,Sonstiger Einsatz,2020-09-29 18:12:00,40,2020
FF Russee,Sonstiger Einsatz,2020-09-29 18:09:00,40,2020
FF Gaarden,Brand oder Explosion,2020-09-29 17:46:00,40,2020
FF Russee,Brand oder Explosion,2020-09-29 17:46:00,40,2020
FF Russee,Technische Hilfe,2020-09-23 12:48:00,39,2020
FF Suchsdorf,Brand oder Explosion,2020-09-21 21:44:00,39,2020
FF Schilksee,Brand oder Explosion,2020-09-21 19:58:00,39,2020
FF Dietrichsdorf,Brand oder Explosion,2020-09-20 21:00:00,38,2020
FF Russee,Sonstiger Einsatz,2020-09-20 00:24:00,38,2020
FF Russee,Technische Hilfe,2020-09-20 00:14:00,38,2020
FF Rönne,Sonstiger Einsatz,2020-09-20 00:05:00,38,2020
FF Moorsee,Sonstiger Einsatz,2020-09-20 00:05:00,38,2020
FF Russee,Brand oder Explosion,2020-09-19 23:57:00,38,2020
FF Dietrichsdorf,Sonstiger Einsatz,2020-09-19 23:52:00,38,2020
FF Suchsdorf,Brand oder Explosion,2020-09-19 00:57:00,38,2020
FF Suchsdorf,Brand oder Explosion,2020-09-19 00:56:00,38,2020
FF Schilksee,Fehlalarm,2020-09-17 11:26:00,38,2020
FF Schilksee,Fehlalarm,2020-09-15 19:32:00,38,2020
FF Russee,Technische Hilfe,2020-09-14 13:47:00,38,2020
FF Dietrichsdorf,Brand oder Explosion,2020-09-14 13:08:00,38,2020
FF Gaarden,Technische Hilfe,2020-09-13 13:15:00,37,2020
FF Russee,Brand oder Explosion,2020-11-09 14:14:00,46,2020
FF Russee,Brand oder Explosion,2020-10-09 23:19:00,41,2020
FF Rönne,Brand oder Explosion,2020-10-09 20:27:00,41,2020
FF Gaarden,Technische Hilfe,2020-07-09 20:17:00,28,2020
FF Elmschenhagen,Technische Hilfe,2020-07-09 19:45:00,28,2020
Löschzug Gefahrgut,Technische Hilfe,2020-07-09 19:45:00,28,2020
FF Suchsdorf,Technische Hilfe,2020-07-09 19:44:00,28,2020
FF Suchsdorf,Technische Hilfe,2020-01-09 13:59:00,2,2020
FF Schilksee,Brand oder Explosion,2020-01-09 13:17:00,2,2020
FF Suchsdorf,Brand oder Explosion,2020-08-30 18:35:00,35,2020
FF Dietrichsdorf,Brand oder Explosion,2020-08-30 00:47:00,35,2020
FF Schilksee,Brand oder Explosion,2020-08-26 11:15:00,35,2020
FF Elmschenhagen,Brand oder Explosion,2020-08-25 21:20:00,35,2020
FF Gaarden,Brand oder Explosion,2020-08-24 11:53:00,35,2020
FF Rönne,Brand oder Explosion,2020-08-21 18:35:00,34,2020
FF Russee,Fehlalarm,2020-08-21 14:34:00,34,2020
FF Russee,Technische Hilfe,2020-08-20 18:30:00,34,2020
FF Elmschenhagen,Brand oder Explosion,2020-08-20 04:22:00,34,2020
FF Russee,Technische Hilfe,2020-08-19 18:00:00,34,2020
FF Dietrichsdorf,Brand oder Explosion,2020-08-19 07:12:00,34,2020
FF Elmschenhagen,Brand oder Explosion,2020-08-18 18:14:00,34,2020
FF Moorsee,Fehlalarm,2020-08-17 09:02:00,34,2020
FF Rönne,Fehlalarm,2020-08-17 09:02:00,34,2020
FF Schilksee,Fehlalarm,2020-08-16 15:09:00,33,2020
FF Schilksee,Brand oder Explosion,2020-08-16 13:53:00,33,2020
FF Schilksee,Brand oder Explosion,2020-08-16 06:45:00,33,2020
FF Schilksee,Technische Hilfe,2020-08-14 21:47:00,33,2020
FF Russee,Sonstiger Einsatz,2020-08-13 11:34:00,33,2020
FF Suchsdorf,Brand oder Explosion,2020-08-13 11:32:00,33,2020
FF Schilksee,Technische Hilfe,2020-12-08 15:55:00,50,2020
FF Russee,Brand oder Explosion,2020-10-08 19:47:00,41,2020
FF Elmschenhagen,Brand oder Explosion,2020-10-08 05:39:00,41,2020
FF Russee,Brand oder Explosion,2020-08-08 23:08:00,32,2020
FF Dietrichsdorf,Brand oder Explosion,2020-08-08 19:36:00,32,2020
FF Elmschenhagen,Technische Hilfe,2020-08-08 13:25:00,32,2020
FF Gaarden,Brand oder Explosion,2020-05-08 19:15:00,19,2020
FF Elmschenhagen,Technische Hilfe,2020-03-08 08:44:00,10,2020
FF Dietrichsdorf,Brand oder Explosion,2020-02-08 21:31:00,6,2020
FF Russee,Brand oder Explosion,2020-07-30 17:45:00,31,2020
FF Elmschenhagen,Technische Hilfe,2020-07-30 11:38:00,31,2020
Löschzug Gefahrgut,Technische Hilfe,2020-07-30 11:38:00,31,2020
FF Suchsdorf,Technische Hilfe,2020-07-30 11:36:00,31,2020
FF Elmschenhagen,Brand oder Explosion,2020-07-28 11:14:00,31,2020
FF Dietrichsdorf,Brand oder Explosion,2020-07-28 10:34:00,31,2020
FF Russee,Technische Hilfe,2020-07-27 21:39:00,31,2020
FF Dietrichsdorf,Brand oder Explosion,2020-07-27 20:16:00,31,2020
FF Schilksee,Brand oder Explosion,2020-07-27 16:37:00,31,2020
FF Elmschenhagen,Brand oder Explosion,2020-07-27 13:48:00,31,2020
FF Dietrichsdorf,Brand oder Explosion,2020-07-27 13:48:00,31,2020
FF Dietrichsdorf,Brand oder Explosion,2020-07-27 13:38:00,31,2020
FF Russee,Brand oder Explosion,2020-07-26 17:58:00,30,2020
FF Dietrichsdorf,Brand oder Explosion,2020-07-23 05:32:00,30,2020
