department,category,datetime,week,year
FF Schilksee,Brand oder Explosion,2024-04-30 20:24:00,18,2024
FF Suchsdorf,Brand oder Explosion,2024-04-29 22:50:00,18,2024
FF Elmschenhagen,Brand oder Explosion,2024-04-26 19:56:00,17,2024
FF Schilksee,Brand oder Explosion,2024-04-23 07:37:00,17,2024
FF Elmschenhagen,Brand oder Explosion,2024-04-20 23:53:00,16,2024
FF Gaarden,Brand oder Explosion,2024-04-20 10:13:00,16,2024
FF Dietrichsdorf,Technische Hilfe,2024-04-19 21:03:00,16,2024
FF Rönne,Sonstiger Einsatz,2024-04-18 15:51:00,16,2024
FF Moorsee,Sonstiger Einsatz,2024-04-18 15:51:00,16,2024
FF Dietrichsdorf,Brand oder Explosion,2024-04-18 14:36:00,16,2024
FF Schilksee,Brand oder Explosion,2024-04-17 22:10:00,16,2024
FF Elmschenhagen,Sonstiger Einsatz,2024-04-14 07:38:00,15,2024
FF Dietrichsdorf,Sonstiger Einsatz,2024-04-14 07:15:00,15,2024
FF Elmschenhagen,Brand oder Explosion,2024-04-13 16:38:00,15,2024
FF Elmschenhagen,Brand oder Explosion,2024-04-13 12:11:00,15,2024
FF Suchsdorf,Technische Hilfe,2024-09-04 17:47:00,36,2024
FF Schilksee,Brand oder Explosion,2024-07-04 17:09:00,27,2024
FF Russee,Brand oder Explosion,2024-07-04 01:21:00,27,2024
FF Suchsdorf,Brand oder Explosion,2024-06-04 01:53:00,23,2024
FF Russee,Brand oder Explosion,2024-06-04 00:58:00,23,2024
FF Russee,Brand oder Explosion,2024-05-04 23:44:00,18,2024
FF Russee,Brand oder Explosion,2024-05-04 04:05:00,18,2024
FF Elmschenhagen,Technische Hilfe,2024-04-04 18:31:00,14,2024
FF Elmschenhagen,Brand oder Explosion,2024-03-04 23:56:00,10,2024
FF Russee,Sonstiger Einsatz,2024-03-30 20:04:00,13,2024
FF Rönne,Technische Hilfe,2024-03-30 01:02:00,13,2024
FF Suchsdorf,Technische Hilfe,2024-03-27 15:59:00,13,2024
FF Dietrichsdorf,Sonstiger Einsatz,2024-03-26 06:30:00,13,2024
FF Schilksee,Brand oder Explosion,2024-03-25 18:49:00,13,2024
FF Dietrichsdorf,Brand oder Explosion,2024-03-25 07:18:00,13,2024
FF Elmschenhagen,Sonstiger Einsatz,2024-03-24 07:25:00,12,2024
FF Russee,Brand oder Explosion,2024-03-23 13:48:00,12,2024
FF Russee,Sonstiger Einsatz,2024-03-22 17:00:00,12,2024
FF Gaarden,Brand oder Explosion,2024-03-21 16:52:00,12,2024
FF Dietrichsdorf,Brand oder Explosion,2024-03-21 04:03:00,12,2024
FF Suchsdorf,Sonstiger Einsatz,2024-03-20 17:45:00,12,2024
FF Suchsdorf,Brand oder Explosion,2024-03-19 18:24:00,12,2024
FF Elmschenhagen,Brand oder Explosion,2024-03-19 08:50:00,12,2024
FF Moorsee,Technische Hilfe,2024-03-18 20:50:00,12,2024
FF Schilksee,Technische Hilfe,2024-03-17 19:27:00,11,2024
FF Russee,Technische Hilfe,2024-03-16 02:01:00,11,2024
FF Schilksee,Brand oder Explosion,2024-03-14 18:42:00,11,2024
FF Schilksee,Brand oder Explosion,2024-03-14 17:26:00,11,2024
FF Schilksee,Technische Hilfe,2024-12-03 15:01:00,49,2024
FF Suchsdorf,Technische Hilfe,2024-12-03 09:36:00,49,2024
FF Russee,Brand oder Explosion,2024-11-03 07:34:00,44,2024
FF Dietrichsdorf,Sonstiger Einsatz,2024-10-03 06:30:00,40,2024
FF Russee,Brand oder Explosion,2024-10-03 04:17:00,40,2024
FF Elmschenhagen,Brand oder Explosion,2024-07-03 10:39:00,27,2024
FF Schilksee,Brand oder Explosion,2024-06-03 08:07:00,23,2024
FF Schilksee,Brand oder Explosion,2024-02-29 21:52:00,9,2024
FF Russee,Brand oder Explosion,2024-02-29 15:38:00,9,2024
FF Dietrichsdorf,Brand oder Explosion,2024-02-29 15:29:00,9,2024
FF Suchsdorf,Fehlalarm,2024-02-25 22:57:00,8,2024
FF Moorsee,Sonstiger Einsatz,2024-02-23 03:36:00,8,2024
FF Rönne,Sonstiger Einsatz,2024-02-23 03:36:00,8,2024
FF Suchsdorf,Sonstiger Einsatz,2024-02-23 03:34:00,8,2024
FF Dietrichsdorf,Sonstiger Einsatz,2024-02-23 03:27:00,8,2024
FF Elmschenhagen,Brand oder Explosion,2024-02-23 02:55:00,8,2024
FF Russee,Brand oder Explosion,2024-02-22 05:14:00,8,2024
FF Dietrichsdorf,Brand oder Explosion,2024-02-20 12:49:00,8,2024
FF Dietrichsdorf,Brand oder Explosion,2024-02-19 19:02:00,8,2024
FF Suchsdorf,Fehlalarm,2024-02-18 17:34:00,7,2024
FF Dietrichsdorf,Technische Hilfe,2024-02-17 18:43:00,7,2024
FF Russee,Fehlalarm,2024-02-17 14:06:00,7,2024
FF Russee,Fehlalarm,2024-02-17 13:34:00,7,2024
FF Schilksee,Brand oder Explosion,2024-02-15 15:26:00,7,2024
FF Dietrichsdorf,Sonstiger Einsatz,2024-02-15 00:56:00,7,2024
FF Russee,Brand oder Explosion,2024-02-14 16:40:00,7,2024
FF Russee,Brand oder Explosion,2024-12-02 20:29:00,49,2024
FF Rönne,Technische Hilfe,2024-11-02 16:43:00,44,2024
FF Moorsee,Technische Hilfe,2024-11-02 16:43:00,44,2024
FF Dietrichsdorf,Technische Hilfe,2024-08-02 08:33:00,31,2024
FF Russee,Brand oder Explosion,2024-06-02 12:33:00,22,2024
FF Schilksee,Brand oder Explosion,2024-02-02 19:20:00,5,2024
FF Dietrichsdorf,Technische Hilfe,2024-01-02 17:09:00,1,2024
FF Elmschenhagen,Brand oder Explosion,2024-01-29 04:03:00,5,2024
FF Schilksee,Technische Hilfe,2024-01-26 13:21:00,4,2024
FF Russee,Brand oder Explosion,2024-01-26 10:56:00,4,2024
FF Russee,Brand oder Explosion,2024-01-26 09:20:00,4,2024
FF Elmschenhagen,Technische Hilfe,2024-01-24 19:57:00,4,2024
FF Russee,Brand oder Explosion,2024-01-24 10:45:00,4,2024
FF Elmschenhagen,Brand oder Explosion,2024-01-23 07:14:00,4,2024
FF Russee,Brand oder Explosion,2024-01-22 09:39:00,4,2024
FF Rönne,Brand oder Explosion,2024-01-18 22:14:00,3,2024
FF Moorsee,Brand oder Explosion,2024-01-18 22:14:00,3,2024
FF Russee,Brand oder Explosion,2024-01-13 01:07:00,2,2024
FF Elmschenhagen,Fehlalarm,2024-12-01 12:52:00,48,2024
FF Suchsdorf,Sonstiger Einsatz,2024-12-01 10:39:00,48,2024
FF Russee,Technische Hilfe,2024-10-01 10:38:00,40,2024
FF Dietrichsdorf,Technische Hilfe,2024-09-01 11:20:00,35,2024
FF Russee,Brand oder Explosion,2024-07-01 23:26:00,27,2024
FF Schilksee,Brand oder Explosion,2024-04-01 03:58:00,14,2024
FF Dietrichsdorf,Sonstiger Einsatz,2024-03-01 14:40:00,9,2024
FF Schilksee,Brand oder Explosion,2024-01-01 05:19:00,1,2024
FF Schilksee,Brand oder Explosion,2024-01-01 04:56:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 03:56:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 03:16:00,1,2024
FF Dietrichsdorf,Brand oder Explosion,2024-01-01 02:22:00,1,2024
FF Dietrichsdorf,Brand oder Explosion,2024-01-01 02:22:00,1,2024
FF Dietrichsdorf,Brand oder Explosion,2024-01-01 01:59:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 01:48:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 01:40:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 01:33:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 01:23:00,1,2024
FF Dietrichsdorf,Brand oder Explosion,2024-01-01 01:06:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 01:05:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 00:52:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 00:23:00,1,2024
FF Russee,Brand oder Explosion,2024-01-01 00:13:00,1,2024
FF Dietrichsdorf,Brand oder Explosion,2023-12-31 18:25:00,52,2023
FF Dietrichsdorf,Technische Hilfe,2023-12-25 17:06:00,52,2023
FF Suchsdorf,Technische Hilfe,2023-12-22 22:32:00,51,2023
FF Dietrichsdorf,Technische Hilfe,2023-12-22 08:17:00,51,2023
FF Schilksee,Technische Hilfe,2023-12-22 00:13:00,51,2023
FF Schilksee,Technische Hilfe,2023-12-21 23:56:00,51,2023
FF Suchsdorf,Technische Hilfe,2023-12-21 23:01:00,51,2023
FF Russee,Sonstiger Einsatz,2023-12-21 22:05:00,51,2023
FF Russee,Technische Hilfe,2023-12-21 21:57:00,51,2023
FF Schilksee,Technische Hilfe,2023-12-21 21:51:00,51,2023
FF Schilksee,Technische Hilfe,2023-12-21 21:45:00,51,2023
FF Russee,Technische Hilfe,2023-12-21 21:20:00,51,2023
FF Russee,Technische Hilfe,2023-12-21 20:59:00,51,2023
FF Dietrichsdorf,Brand oder Explosion,2023-12-21 12:08:00,51,2023
FF Russee,Brand oder Explosion,2023-12-18 11:09:00,51,2023
FF Russee,Technische Hilfe,2023-12-14 13:34:00,50,2023
FF Schilksee,Brand oder Explosion,2023-12-13 13:06:00,50,2023
FF Schilksee,Brand oder Explosion,2023-12-12 16:23:00,50,2023
FF Suchsdorf,Sonstiger Einsatz,2023-11-12 18:43:00,45,2023
FF Rönne,Sonstiger Einsatz,2023-11-12 18:25:00,45,2023
FF Rönne,Technische Hilfe,2023-11-12 18:10:00,45,2023
FF Moorsee,Technische Hilfe,2023-11-12 18:00:00,45,2023
FF Moorsee,Sonstiger Einsatz,2023-11-12 17:52:00,45,2023
FF Rönne,Sonstiger Einsatz,2023-11-12 17:52:00,45,2023
FF Russee,Brand oder Explosion,2023-11-12 17:50:00,45,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-11-12 17:50:00,45,2023
FF Meimersdorf,Brand oder Explosion,2023-11-12 17:50:00,45,2023
FF Suchsdorf,Brand oder Explosion,2023-11-12 17:50:00,45,2023
FF Elmschenhagen,Brand oder Explosion,2023-11-12 17:42:00,45,2023
FF Wellsee,Sonstiger Einsatz,2023-11-12 17:11:00,45,2023
FF Dietrichsdorf,Brand oder Explosion,2023-11-12 16:50:00,45,2023
FF Elmschenhagen,Technische Hilfe,2023-08-12 00:17:00,32,2023
FF Russee,Brand oder Explosion,2023-05-12 08:07:00,19,2023
FF Elmschenhagen,Brand oder Explosion,2023-03-12 18:40:00,10,2023
FF Gaarden,Technische Hilfe,2023-03-12 08:14:00,10,2023
FF Suchsdorf,Technische Hilfe,2023-01-12 12:12:00,2,2023
FF Schilksee,Fehlalarm,2023-11-30 04:14:00,48,2023
FF Dietrichsdorf,Brand oder Explosion,2023-11-29 01:53:00,48,2023
FF Dietrichsdorf,Technische Hilfe,2023-11-27 12:37:00,48,2023
FF Elmschenhagen,Technische Hilfe,2023-11-23 20:07:00,47,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-11-22 21:11:00,47,2023
FF Gaarden,Brand oder Explosion,2023-11-22 11:27:00,47,2023
FF Schilksee,Brand oder Explosion,2023-11-21 20:02:00,47,2023
FF Gaarden,Brand oder Explosion,2023-11-20 17:28:00,47,2023
FF Russee,Sonstiger Einsatz,2023-11-19 08:00:00,46,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-11-19 08:00:00,46,2023
FF Suchsdorf,Technische Hilfe,2023-11-19 07:20:00,46,2023
FF Elmschenhagen,Brand oder Explosion,2023-11-17 17:34:00,46,2023
FF Schilksee,Brand oder Explosion,2023-11-15 16:49:00,46,2023
FF Elmschenhagen,Technische Hilfe,2023-11-13 10:18:00,46,2023
FF Russee,Brand oder Explosion,2023-11-11 19:16:00,45,2023
FF Russee,Brand oder Explosion,2023-10-11 00:15:00,41,2023
FF Dietrichsdorf,Technische Hilfe,2023-09-11 15:44:00,37,2023
FF Dietrichsdorf,Brand oder Explosion,2023-07-11 19:01:00,28,2023
FF Schilksee,Brand oder Explosion,2023-04-11 22:27:00,15,2023
FF Schilksee,Technische Hilfe,2023-04-11 12:09:00,15,2023
FF Russee,Technische Hilfe,2023-01-11 12:12:00,2,2023
FF Russee,Brand oder Explosion,2023-10-30 18:05:00,44,2023
FF Russee,Brand oder Explosion,2023-10-30 10:46:00,44,2023
FF Russee,Brand oder Explosion,2023-10-28 13:43:00,43,2023
FF Suchsdorf,Brand oder Explosion,2023-10-27 15:20:00,43,2023
FF Dietrichsdorf,Technische Hilfe,2023-10-26 18:20:00,43,2023
FF Russee,Sonstiger Einsatz,2023-10-26 15:47:00,43,2023
FF Russee,Technische Hilfe,2023-10-25 13:00:00,43,2023
FF Suchsdorf,Technische Hilfe,2023-10-25 10:40:00,43,2023
FF Schilksee,Technische Hilfe,2023-10-25 09:52:00,43,2023
FF Moorsee,Technische Hilfe,2023-10-25 09:52:00,43,2023
FF Meimersdorf,Technische Hilfe,2023-10-25 09:52:00,43,2023
FF Gaarden,Technische Hilfe,2023-10-25 09:52:00,43,2023
FF Dietrichsdorf,Technische Hilfe,2023-10-25 09:52:00,43,2023
FF Elmschenhagen,Technische Hilfe,2023-10-25 09:52:00,43,2023
FF Wellsee,Technische Hilfe,2023-10-25 09:51:00,43,2023
9. Brandschutzbereitschaft,Technische Hilfe,2023-10-25 09:00:00,43,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-10-22 12:40:00,42,2023
FF Suchsdorf,Brand oder Explosion,2023-10-22 11:08:00,42,2023
FF Elmschenhagen,Technische Hilfe,2023-10-22 08:30:00,42,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-10-22 08:20:00,42,2023
FF Russee,Sonstiger Einsatz,2023-10-22 08:00:00,42,2023
FF Gaarden,Sonstiger Einsatz,2023-10-22 08:00:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-21 12:26:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-21 12:01:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-21 11:45:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-21 10:39:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-21 10:39:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-21 10:07:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-21 09:50:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-21 09:49:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-21 09:26:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-21 09:20:00,42,2023
FF Elmschenhagen,Technische Hilfe,2023-10-21 09:15:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-21 08:53:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-21 08:51:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-21 08:00:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 23:10:00,42,2023
FF Elmschenhagen,Technische Hilfe,2023-10-20 22:45:00,42,2023
FF Elmschenhagen,Fehlalarm,2023-10-20 22:45:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 22:31:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 22:26:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 22:23:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 22:16:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 22:10:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 22:04:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 21:58:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 21:55:00,42,2023
FF Suchsdorf,Fehlalarm,2023-10-20 21:52:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 21:40:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 21:25:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 21:24:00,42,2023
FF Elmschenhagen,Technische Hilfe,2023-10-20 21:21:00,42,2023
FF Elmschenhagen,Technische Hilfe,2023-10-20 21:21:00,42,2023
FF Wellsee,Sonstiger Einsatz,2023-10-20 21:19:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 21:18:00,42,2023
FF Russee,Brand oder Explosion,2023-10-20 21:01:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 20:58:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 20:50:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 20:50:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 20:40:00,42,2023
FF Suchsdorf,Brand oder Explosion,2023-10-20 20:30:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 20:18:00,42,2023
FF Dietrichsdorf,Technische Hilfe,2023-10-20 20:17:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 20:07:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 20:02:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 20:00:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 19:50:00,42,2023
FF Dietrichsdorf,Technische Hilfe,2023-10-20 19:45:00,42,2023
FF Elmschenhagen,Technische Hilfe,2023-10-20 19:44:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 19:28:00,42,2023
FF Dietrichsdorf,Technische Hilfe,2023-10-20 19:25:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 19:25:00,42,2023
FF Elmschenhagen,Technische Hilfe,2023-10-20 19:24:00,42,2023
FF Elmschenhagen,Technische Hilfe,2023-10-20 19:24:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 19:23:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 19:19:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 19:08:00,42,2023
FF Elmschenhagen,Sonstiger Einsatz,2023-10-20 18:59:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 18:55:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 18:51:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 18:43:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 18:40:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 18:40:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 18:30:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 18:28:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-20 18:22:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 18:21:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 18:18:00,42,2023
FF Dietrichsdorf,Technische Hilfe,2023-10-20 18:15:00,42,2023
FF Suchsdorf,Technische Hilfe,2023-10-20 18:14:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 18:12:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 18:12:00,42,2023
FF Suchsdorf,Sonstiger Einsatz,2023-10-20 18:10:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 18:05:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 17:52:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 17:51:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 17:49:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 17:45:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 17:20:00,42,2023
FF Russee,Technische Hilfe,2023-10-20 16:20:00,42,2023
FF Rönne,Technische Hilfe,2023-10-20 16:17:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 11:15:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 11:00:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-20 10:29:00,42,2023
FF Schilksee,Technische Hilfe,2023-10-19 17:50:00,42,2023
FF Gaarden,Technische Hilfe,2023-10-19 12:54:00,42,2023
FF Rönne,Brand oder Explosion,2023-10-18 01:02:00,42,2023
FF Moorsee,Brand oder Explosion,2023-10-18 01:02:00,42,2023
FF Elmschenhagen,Fehlalarm,2023-10-16 21:00:00,42,2023
FF Schilksee,Brand oder Explosion,2023-10-14 13:15:00,41,2023
FF Dietrichsdorf,Brand oder Explosion,2023-10-13 13:00:00,41,2023
FF Schilksee,Brand oder Explosion,2023-12-10 23:30:00,49,2023
FF Russee,Technische Hilfe,2023-12-10 19:43:00,49,2023
FF Elmschenhagen,Brand oder Explosion,2023-11-10 18:43:00,45,2023
FF Suchsdorf,Brand oder Explosion,2023-10-10 13:17:00,41,2023
FF Elmschenhagen,Brand oder Explosion,2023-10-10 12:16:00,41,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-07-10 20:32:00,28,2023
FF Suchsdorf,Brand oder Explosion,2023-05-10 15:16:00,19,2023
FF Russee,Technische Hilfe,2023-03-10 17:59:00,10,2023
FF Dietrichsdorf,Technische Hilfe,2023-03-10 13:51:00,10,2023
FF Suchsdorf,Technische Hilfe,2023-03-10 13:07:00,10,2023
FF Schilksee,Brand oder Explosion,2023-03-10 13:00:00,10,2023
FF Russee,Brand oder Explosion,2023-01-10 17:04:00,2,2023
FF Dietrichsdorf,Brand oder Explosion,2023-09-27 20:05:00,39,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-09-27 01:00:00,39,2023
FF Elmschenhagen,Brand oder Explosion,2023-09-25 15:50:00,39,2023
FF Moorsee,Brand oder Explosion,2023-09-23 06:05:00,38,2023
FF Rönne,Brand oder Explosion,2023-09-23 06:05:00,38,2023
FF Russee,Technische Hilfe,2023-09-19 12:52:00,38,2023
FF Schilksee,Fehlalarm,2023-09-17 15:56:00,37,2023
FF Russee,Sonstiger Einsatz,2023-09-15 14:32:00,37,2023
FF Russee,Technische Hilfe,2023-09-15 14:22:00,37,2023
FF Russee,Brand oder Explosion,2023-09-15 14:08:00,37,2023
FF Suchsdorf,Fehlalarm,2023-09-15 05:37:00,37,2023
FF Suchsdorf,Fehlalarm,2023-09-15 05:32:00,37,2023
FF Suchsdorf,Fehlalarm,2023-09-15 05:28:00,37,2023
FF Russee,Sonstiger Einsatz,2023-09-15 04:46:00,37,2023
FF Suchsdorf,Sonstiger Einsatz,2023-09-15 04:01:00,37,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-09-15 03:30:00,37,2023
FF Moorsee,Sonstiger Einsatz,2023-09-15 03:27:00,37,2023
FF Rönne,Sonstiger Einsatz,2023-09-15 03:27:00,37,2023
FF Meimersdorf,Brand oder Explosion,2023-09-15 03:24:00,37,2023
FF Elmschenhagen,Brand oder Explosion,2023-09-15 03:24:00,37,2023
FF Wellsee,Brand oder Explosion,2023-09-15 03:15:00,37,2023
FF Elmschenhagen,Brand oder Explosion,2023-09-13 15:20:00,37,2023
FF Rönne,Brand oder Explosion,2023-12-09 15:12:00,49,2023
FF Moorsee,Brand oder Explosion,2023-12-09 15:12:00,49,2023
FF Rönne,Sonstiger Einsatz,2023-12-09 12:33:00,49,2023
FF Moorsee,Sonstiger Einsatz,2023-12-09 12:33:00,49,2023
FF Dietrichsdorf,Brand oder Explosion,2023-12-09 11:49:00,49,2023
FF Schilksee,Brand oder Explosion,2023-11-09 15:01:00,45,2023
FF Dietrichsdorf,Technische Hilfe,2023-09-09 19:30:00,36,2023
FF Wellsee,Brand oder Explosion,2023-08-09 16:19:00,32,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-05-09 17:26:00,19,2023
FF Russee,Fehlalarm,2023-05-09 13:42:00,19,2023
FF Russee,Sonstiger Einsatz,2023-05-09 10:30:00,19,2023
FF Dietrichsdorf,Brand oder Explosion,2023-05-09 09:44:00,19,2023
FF Dietrichsdorf,Brand oder Explosion,2023-08-29 01:39:00,35,2023
FF Elmschenhagen,Sonstiger Einsatz,2023-08-28 14:04:00,35,2023
FF Meimersdorf,Brand oder Explosion,2023-08-28 12:05:00,35,2023
FF Schilksee,Brand oder Explosion,2023-08-27 19:25:00,34,2023
FF Russee,Fehlalarm,2023-08-26 11:44:00,34,2023
FF Elmschenhagen,Brand oder Explosion,2023-08-26 11:24:00,34,2023
FF Elmschenhagen,Brand oder Explosion,2023-08-24 19:19:00,34,2023
FF Dietrichsdorf,Brand oder Explosion,2023-08-24 16:27:00,34,2023
FF Suchsdorf,Brand oder Explosion,2023-08-24 13:21:00,34,2023
FF Russee,Brand oder Explosion,2023-08-20 14:37:00,33,2023
FF Russee,Fehlalarm,2023-08-19 16:29:00,33,2023
FF Gaarden,Brand oder Explosion,2023-08-19 00:23:00,33,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-08-18 22:57:00,33,2023
FF Schilksee,Brand oder Explosion,2023-08-18 01:51:00,33,2023
FF Wellsee,Sonstiger Einsatz,2023-08-17 18:36:00,33,2023
FF Wellsee,Brand oder Explosion,2023-08-17 18:15:00,33,2023
FF Dietrichsdorf,Brand oder Explosion,2023-08-16 17:21:00,33,2023
FF Schilksee,Fehlalarm,2023-08-16 12:57:00,33,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-08-14 23:16:00,33,2023
FF Elmschenhagen,Fehlalarm,2023-08-13 16:20:00,32,2023
FF Schilksee,Fehlalarm,2023-12-08 17:10:00,49,2023
FF Suchsdorf,Brand oder Explosion,2023-10-08 16:34:00,40,2023
FF Suchsdorf,Brand oder Explosion,2023-10-08 07:28:00,40,2023
FF Schilksee,Brand oder Explosion,2023-06-08 10:23:00,23,2023
FF Moorsee,Fehlalarm,2023-06-08 09:40:00,23,2023
FF Moorsee,Sonstiger Einsatz,2023-06-08 09:16:00,23,2023
FF Rönne,Sonstiger Einsatz,2023-06-08 09:16:00,23,2023
FF Russee,Brand oder Explosion,2023-01-08 19:57:00,1,2023
FF Schilksee,Brand oder Explosion,2023-07-31 19:49:00,31,2023
FF Schilksee,Brand oder Explosion,2023-07-31 15:49:00,31,2023
FF Wellsee,Brand oder Explosion,2023-07-30 19:21:00,30,2023
FF Russee,Brand oder Explosion,2023-07-28 23:37:00,30,2023
FF Schilksee,Brand oder Explosion,2023-07-26 01:59:00,30,2023
FF Gaarden,Sonstiger Einsatz,2023-07-23 12:00:00,29,2023
FF Russee,Sonstiger Einsatz,2023-07-23 08:30:00,29,2023
FF Elmschenhagen,Sonstiger Einsatz,2023-07-23 07:44:00,29,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-07-23 07:30:00,29,2023
FF Wellsee,Technische Hilfe,2023-07-23 07:20:00,29,2023
FF Meimersdorf,Sonstiger Einsatz,2023-07-23 07:15:00,29,2023
FF Russee,Brand oder Explosion,2023-07-22 20:11:00,29,2023
FF Russee,Brand oder Explosion,2023-07-16 09:22:00,28,2023
FF Dietrichsdorf,Brand oder Explosion,2023-07-14 09:03:00,28,2023
FF Schilksee,Brand oder Explosion,2023-07-13 15:21:00,28,2023
FF Russee,Brand oder Explosion,2023-12-07 17:19:00,49,2023
FF Suchsdorf,Brand oder Explosion,2023-10-07 17:17:00,40,2023
FF Suchsdorf,Brand oder Explosion,2023-10-07 13:09:00,40,2023
FF Schilksee,Brand oder Explosion,2023-10-07 00:32:00,40,2023
FF Elmschenhagen,Brand oder Explosion,2023-08-07 23:28:00,32,2023
FF Suchsdorf,Technische Hilfe,2023-07-07 18:53:00,27,2023
FF Suchsdorf,Brand oder Explosion,2023-07-07 18:48:00,27,2023
FF Schilksee,Technische Hilfe,2023-07-07 18:45:00,27,2023
FF Schilksee,Brand oder Explosion,2023-06-07 22:49:00,23,2023
FF Suchsdorf,Technische Hilfe,2023-05-07 20:15:00,18,2023
FF Gaarden,Technische Hilfe,2023-05-07 19:01:00,18,2023
FF Schilksee,Technische Hilfe,2023-05-07 18:55:00,18,2023
FF Elmschenhagen,Technische Hilfe,2023-05-07 18:06:00,18,2023
FF Schilksee,Technische Hilfe,2023-05-07 17:20:00,18,2023
